"statementText","ProlificID","click_rating","share_rating","agreement_rating","Educational.Level","DemRep_C_num","Ideology_econ_num","Ideology_soc_num","ideology","income_num","gender","Household","AttentionCheck2","top25pre","bottom25pre","lower25pre","upper25pre","top25post","bottom25post","lower25post","upper25post","inequality_subj_1","inequality_pol_1","inequality_luck_1_1","inequality_subj_2","inequality_pol_2","inequality_luck_2_1","item_nr","condition"
"Despite Increased Funding, Minnesota Students Lag Behind Peers","5a21f3731a1ad3000138f901",1,1,4,"Associate degree in college (2-year)",3,2,2,2,1,"Male",1,"Not at all interested,Extremely interested",85,2,3,10,90,2,3,5,1,1,2,1,1,2,103,"flipped"
"Dividend Payments Work: The Surprising Success of Alaska's Permanent Fund","5a21f3731a1ad3000138f901",4,1,4,"Associate degree in college (2-year)",3,2,2,2,1,"Male",1,"Not at all interested,Extremely interested",85,2,3,10,90,2,3,5,1,1,2,1,1,2,76,"flipped"
"Debate Over Trickle-Down Economics Fueled by New Research","5a21f3731a1ad3000138f901",4,1,4,"Associate degree in college (2-year)",3,2,2,2,1,"Male",1,"Not at all interested,Extremely interested",85,2,3,10,90,2,3,5,1,1,2,1,1,2,65,"flipped"
"Research Challenges Assumption that Lower Interest Rates Make Education More Accessible to the Poor","5a21f3731a1ad3000138f901",1,1,1,"Associate degree in college (2-year)",3,2,2,2,1,"Male",1,"Not at all interested,Extremely interested",85,2,3,10,90,2,3,5,1,1,2,1,1,2,26,"flipped"
"US Sees Unprecedented Wealth Growth, Outpacing Global Peers","5a21f3731a1ad3000138f901",1,1,4,"Associate degree in college (2-year)",3,2,2,2,1,"Male",1,"Not at all interested,Extremely interested",85,2,3,10,90,2,3,5,1,1,2,1,1,2,5,"flipped"
"Proposed GOP Budget Cuts Would Reduce Federal Deficit, but Carry Social Costs","5a21f3731a1ad3000138f901",2,1,2,"Associate degree in college (2-year)",3,2,2,2,1,"Male",1,"Not at all interested,Extremely interested",85,2,3,10,90,2,3,5,1,1,2,1,1,2,21,"flipped"
"Choices and Circumstances: Exploring the Complexities of the Gender Pay Gap","5a21f3731a1ad3000138f901",1,1,1,"Associate degree in college (2-year)",3,2,2,2,1,"Male",1,"Not at all interested,Extremely interested",85,2,3,10,90,2,3,5,1,1,2,1,1,2,15,"flipped"
"The Double-Edged Sword of Technological Progress: Balancing Economic Growth and Social Challenges","5a21f3731a1ad3000138f901",3,1,4,"Associate degree in college (2-year)",3,2,2,2,1,"Male",1,"Not at all interested,Extremely interested",85,2,3,10,90,2,3,5,1,1,2,1,1,2,16,"flipped"
"Gap in Life Expectancy Between Black and White Americans Remains Wide","5a21f3731a1ad3000138f901",1,1,2,"Associate degree in college (2-year)",3,2,2,2,1,"Male",1,"Not at all interested,Extremely interested",85,2,3,10,90,2,3,5,1,1,2,1,1,2,50,"flipped"
"New Study Reveals Surprising Differences in Wealth Inequality Across Countries","5a21f3731a1ad3000138f901",1,1,1,"Associate degree in college (2-year)",3,2,2,2,1,"Male",1,"Not at all interested,Extremely interested",85,2,3,10,90,2,3,5,1,1,2,1,1,2,3,"flipped"
"Project 2025 and GOP Agenda Would Increase Poverty and Wealth Gap, Experts Say","67f7680039401b5913f923b8",7,6,5,"Bachelor's degree in college (4-year)",-2,1,1,1,3,"Male",5,"Not at all interested,Extremely interested",45,10,15,30,75,4,9,12,7,5,6,7,6,5,21,"original"
"Voter turnout in metro Atlanta differs by region, race and income","67f7680039401b5913f923b8",6,7,4,"Bachelor's degree in college (4-year)",-2,1,1,1,3,"Male",5,"Not at all interested,Extremely interested",45,10,15,30,75,4,9,12,7,5,6,7,6,5,70,"original"
"Global Wealth Report 2024","67f7680039401b5913f923b8",7,7,6,"Bachelor's degree in college (4-year)",-2,1,1,1,3,"Male",5,"Not at all interested,Extremely interested",45,10,15,30,75,4,9,12,7,5,6,7,6,5,5,"original"
"New Report Exposes Tax System’s Role in Widening Racial Wealth Gap, Calls for Urgent Reforms","67f7680039401b5913f923b8",7,7,6,"Bachelor's degree in college (4-year)",-2,1,1,1,3,"Male",5,"Not at all interested,Extremely interested",45,10,15,30,75,4,9,12,7,5,6,7,6,5,1,"original"
"Inequality and complacency: Experts weigh in on Minnesota’s lagging student achievement","67f7680039401b5913f923b8",7,7,5,"Bachelor's degree in college (4-year)",-2,1,1,1,3,"Male",5,"Not at all interested,Extremely interested",45,10,15,30,75,4,9,12,7,5,6,7,6,5,103,"original"
"How can we understand wealth inequality across countries?","67f7680039401b5913f923b8",7,7,6,"Bachelor's degree in college (4-year)",-2,1,1,1,3,"Male",5,"Not at all interested,Extremely interested",45,10,15,30,75,4,9,12,7,5,6,7,6,5,3,"original"
"New report exposes tax system’s role in widening racial wealth gap, calls for urgent reforms","67f7680039401b5913f923b8",7,7,6,"Bachelor's degree in college (4-year)",-2,1,1,1,3,"Male",5,"Not at all interested,Extremely interested",45,10,15,30,75,4,9,12,7,5,6,7,6,5,2,"original"
"Can Climbing Outrun its Own Elitism with Inclusive Gym Pricing?","67f7680039401b5913f923b8",7,5,6,"Bachelor's degree in college (4-year)",-2,1,1,1,3,"Male",5,"Not at all interested,Extremely interested",45,10,15,30,75,4,9,12,7,5,6,7,6,5,44,"original"
"Wage Gap Statistics: The Numbers Behind Pay Disparity","67f7680039401b5913f923b8",6,7,7,"Bachelor's degree in college (4-year)",-2,1,1,1,3,"Male",5,"Not at all interested,Extremely interested",45,10,15,30,75,4,9,12,7,5,6,7,6,5,15,"original"
"Economic Gains From Tech Come at the Cost of Rising Wealth Inequality","67f7680039401b5913f923b8",7,7,6,"Bachelor's degree in college (4-year)",-2,1,1,1,3,"Male",5,"Not at all interested,Extremely interested",45,10,15,30,75,4,9,12,7,5,6,7,6,5,16,"original"
"Conservative Author Sparks Discussion on Campus with Views on Inequality","67f7680039401b5913f923b8",6,7,6,"Bachelor's degree in college (4-year)",-2,1,1,1,3,"Male",5,"Not at all interested,Extremely interested",45,10,15,30,75,4,9,12,7,5,6,7,6,5,36,"flipped"
"Despite Record Low Unemployment, Racial Employment Gap Remains a Major Challenge","67f7680039401b5913f923b8",7,7,7,"Bachelor's degree in college (4-year)",-2,1,1,1,3,"Male",5,"Not at all interested,Extremely interested",45,10,15,30,75,4,9,12,7,5,6,7,6,5,34,"flipped"
"New Pilot Program in Colorado Offers $7200 in Assistance to Families with Young Children","67f7680039401b5913f923b8",7,7,7,"Bachelor's degree in college (4-year)",-2,1,1,1,3,"Male",5,"Not at all interested,Extremely interested",45,10,15,30,75,4,9,12,7,5,6,7,6,5,92,"flipped"
"Black Americans Face a Critical Choice in the 2024 Election","67f7680039401b5913f923b8",7,7,7,"Bachelor's degree in college (4-year)",-2,1,1,1,3,"Male",5,"Not at all interested,Extremely interested",45,10,15,30,75,4,9,12,7,5,6,7,6,5,31,"flipped"
"Dividend Payments Work: The Surprising Success of Alaska's Permanent Fund","67f7680039401b5913f923b8",6,6,6,"Bachelor's degree in college (4-year)",-2,1,1,1,3,"Male",5,"Not at all interested,Extremely interested",45,10,15,30,75,4,9,12,7,5,6,7,6,5,76,"flipped"
"Jamie Dimon Urges Presidential Candidates to Set Aside Partisan Rhetoric and Focus on Common Ground","67f7680039401b5913f923b8",7,6,6,"Bachelor's degree in college (4-year)",-2,1,1,1,3,"Male",5,"Not at all interested,Extremely interested",45,10,15,30,75,4,9,12,7,5,6,7,6,5,95,"flipped"
"Debate Over Trickle-Down Economics Fueled by New Research","67f7680039401b5913f923b8",6,6,5,"Bachelor's degree in college (4-year)",-2,1,1,1,3,"Male",5,"Not at all interested,Extremely interested",45,10,15,30,75,4,9,12,7,5,6,7,6,5,65,"flipped"
"Research Challenges Assumption that Lower Interest Rates Make Education More Accessible to the Poor","67f7680039401b5913f923b8",7,5,3,"Bachelor's degree in college (4-year)",-2,1,1,1,3,"Male",5,"Not at all interested,Extremely interested",45,10,15,30,75,4,9,12,7,5,6,7,6,5,26,"flipped"
"Gap in Life Expectancy Between Black and White Americans Remains Wide","67f7680039401b5913f923b8",7,7,6,"Bachelor's degree in college (4-year)",-2,1,1,1,3,"Male",5,"Not at all interested,Extremely interested",45,10,15,30,75,4,9,12,7,5,6,7,6,5,50,"flipped"
"Is the US Really the Most Unequal Major Country?","67f7680039401b5913f923b8",6,5,5,"Bachelor's degree in college (4-year)",-2,1,1,1,3,"Male",5,"Not at all interested,Extremely interested",45,10,15,30,75,4,9,12,7,5,6,7,6,5,23,"flipped"
"Economic Gains From Tech Come at the Cost of Rising Wealth Inequality","670c52d12d13be53271a4589",2,1,5,"Bachelor's degree in college (4-year)",3,2,2,2,5,"Female",2,"Not at all interested,Extremely interested",12,38,30,20,17,30,33,20,6,4,6,6,4,6,16,"original"
"Tax cuts for the wealthy only benefit the rich: debunking trickle-down economics","670c52d12d13be53271a4589",5,2,5,"Bachelor's degree in college (4-year)",3,2,2,2,5,"Female",2,"Not at all interested,Extremely interested",12,38,30,20,17,30,33,20,6,4,6,6,4,6,65,"original"
"Global Wealth Report 2024","670c52d12d13be53271a4589",7,5,6,"Bachelor's degree in college (4-year)",3,2,2,2,5,"Female",2,"Not at all interested,Extremely interested",12,38,30,20,17,30,33,20,6,4,6,6,4,6,5,"original"
"Conservative Black columnist speaks on inequality and social justice at Susquehanna","670c52d12d13be53271a4589",6,3,6,"Bachelor's degree in college (4-year)",3,2,2,2,5,"Female",2,"Not at all interested,Extremely interested",12,38,30,20,17,30,33,20,6,4,6,6,4,6,36,"original"
"New report exposes tax system’s role in widening racial wealth gap, calls for urgent reforms","670c52d12d13be53271a4589",5,2,4,"Bachelor's degree in college (4-year)",3,2,2,2,5,"Female",2,"Not at all interested,Extremely interested",12,38,30,20,17,30,33,20,6,4,6,6,4,6,2,"original"
"2024: A Defining Election For Black Rights And Economic Equality","670c52d12d13be53271a4589",6,5,5,"Bachelor's degree in college (4-year)",3,2,2,2,5,"Female",2,"Not at all interested,Extremely interested",12,38,30,20,17,30,33,20,6,4,6,6,4,6,31,"original"
"The Alaska Permanent Fund isn't exactly universal basic income, but offers similar benefits to UBI. Here's how it works.","670c52d12d13be53271a4589",2,1,4,"Bachelor's degree in college (4-year)",3,2,2,2,5,"Female",2,"Not at all interested,Extremely interested",12,38,30,20,17,30,33,20,6,4,6,6,4,6,76,"original"
"Jamie Dimon on how economic inequality fueled political polarization and what can be done","670c52d12d13be53271a4589",1,2,4,"Bachelor's degree in college (4-year)",3,2,2,2,5,"Female",2,"Not at all interested,Extremely interested",12,38,30,20,17,30,33,20,6,4,6,6,4,6,95,"original"
"Bernie Sanders 2020: Is US inequality the highest?","670c52d12d13be53271a4589",3,1,3,"Bachelor's degree in college (4-year)",3,2,2,2,5,"Female",2,"Not at all interested,Extremely interested",12,38,30,20,17,30,33,20,6,4,6,6,4,6,23,"original"
"Can Low Interest Rates Drive Inequality?","670c52d12d13be53271a4589",4,1,4,"Bachelor's degree in college (4-year)",3,2,2,2,5,"Female",2,"Not at all interested,Extremely interested",12,38,30,20,17,30,33,20,6,4,6,6,4,6,26,"original"
"Despite Increased Funding, Minnesota Students Lag Behind Peers","670c52d12d13be53271a4589",4,2,4,"Bachelor's degree in college (4-year)",3,2,2,2,5,"Female",2,"Not at all interested,Extremely interested",12,38,30,20,17,30,33,20,6,4,6,6,4,6,103,"flipped"
"Report Highlights Racial Wealth Gap in US Tax System","670c52d12d13be53271a4589",5,1,5,"Bachelor's degree in college (4-year)",3,2,2,2,5,"Female",2,"Not at all interested,Extremely interested",12,38,30,20,17,30,33,20,6,4,6,6,4,6,1,"flipped"
"Gym Prices Leave Would-Be Climbers Grasping for an Affordable Hold","670c52d12d13be53271a4589",1,1,2,"Bachelor's degree in college (4-year)",3,2,2,2,5,"Female",2,"Not at all interested,Extremely interested",12,38,30,20,17,30,33,20,6,4,6,6,4,6,44,"flipped"
"Proposed GOP Budget Cuts Would Reduce Federal Deficit, but Carry Social Costs","670c52d12d13be53271a4589",3,1,6,"Bachelor's degree in college (4-year)",3,2,2,2,5,"Female",2,"Not at all interested,Extremely interested",12,38,30,20,17,30,33,20,6,4,6,6,4,6,21,"flipped"
"Despite Record Low Unemployment, Racial Employment Gap Remains a Major Challenge","670c52d12d13be53271a4589",5,2,5,"Bachelor's degree in college (4-year)",3,2,2,2,5,"Female",2,"Not at all interested,Extremely interested",12,38,30,20,17,30,33,20,6,4,6,6,4,6,34,"flipped"
"Voter Turnout in Metro Atlanta Reveals Surprising Geographic Divide","670c52d12d13be53271a4589",4,2,6,"Bachelor's degree in college (4-year)",3,2,2,2,5,"Female",2,"Not at all interested,Extremely interested",12,38,30,20,17,30,33,20,6,4,6,6,4,6,70,"flipped"
"New Pilot Program in Colorado Offers $7200 in Assistance to Families with Young Children","670c52d12d13be53271a4589",7,5,4,"Bachelor's degree in college (4-year)",3,2,2,2,5,"Female",2,"Not at all interested,Extremely interested",12,38,30,20,17,30,33,20,6,4,6,6,4,6,92,"flipped"
"New Study Reveals Surprising Differences in Wealth Inequality Across Countries","670c52d12d13be53271a4589",7,5,6,"Bachelor's degree in college (4-year)",3,2,2,2,5,"Female",2,"Not at all interested,Extremely interested",12,38,30,20,17,30,33,20,6,4,6,6,4,6,3,"flipped"
"Gap in Life Expectancy Between Black and White Americans Remains Wide","670c52d12d13be53271a4589",2,1,4,"Bachelor's degree in college (4-year)",3,2,2,2,5,"Female",2,"Not at all interested,Extremely interested",12,38,30,20,17,30,33,20,6,4,6,6,4,6,50,"flipped"
"Choices and Circumstances: Exploring the Complexities of the Gender Pay Gap","670c52d12d13be53271a4589",2,1,4,"Bachelor's degree in college (4-year)",3,2,2,2,5,"Female",2,"Not at all interested,Extremely interested",12,38,30,20,17,30,33,20,6,4,6,6,4,6,15,"flipped"
"New Universal Basic Income Program in this state: $300/monthly payments coming soon","67c07e77207eb3cb904d1cb6",1,1,1,"Bachelor's degree in college (4-year)",3,2,2,2,NA,"Male",1,"Not at all interested,Extremely interested",80,5,5,10,40,10,25,25,7,1,7,1,1,7,92,"original"
"The Paradox Of Progress For Black Americans","67c07e77207eb3cb904d1cb6",1,1,1,"Bachelor's degree in college (4-year)",3,2,2,2,NA,"Male",1,"Not at all interested,Extremely interested",80,5,5,10,40,10,25,25,7,1,7,1,1,7,34,"original"
"The Race Gap: How U.S. systemic racism plays out in Black lives","67c07e77207eb3cb904d1cb6",1,1,1,"Bachelor's degree in college (4-year)",3,2,2,2,NA,"Male",1,"Not at all interested,Extremely interested",80,5,5,10,40,10,25,25,7,1,7,1,1,7,50,"original"
"Can Climbing Outrun its Own Elitism with Inclusive Gym Pricing?","67c07e77207eb3cb904d1cb6",6,6,6,"Bachelor's degree in college (4-year)",3,2,2,2,NA,"Male",1,"Not at all interested,Extremely interested",80,5,5,10,40,10,25,25,7,1,7,1,1,7,44,"original"
"New report exposes tax system’s role in widening racial wealth gap, calls for urgent reforms","67c07e77207eb3cb904d1cb6",1,1,1,"Bachelor's degree in college (4-year)",3,2,2,2,NA,"Male",1,"Not at all interested,Extremely interested",80,5,5,10,40,10,25,25,7,1,7,1,1,7,2,"original"
"Voter turnout in metro Atlanta differs by region, race and income","67c07e77207eb3cb904d1cb6",1,1,1,"Bachelor's degree in college (4-year)",3,2,2,2,NA,"Male",1,"Not at all interested,Extremely interested",80,5,5,10,40,10,25,25,7,1,7,1,1,7,70,"original"
"Project 2025 and GOP Agenda Would Increase Poverty and Wealth Gap, Experts Say","67c07e77207eb3cb904d1cb6",7,7,7,"Bachelor's degree in college (4-year)",3,2,2,2,NA,"Male",1,"Not at all interested,Extremely interested",80,5,5,10,40,10,25,25,7,1,7,1,1,7,21,"original"
"Conservative Black columnist speaks on inequality and social justice at Susquehanna","67c07e77207eb3cb904d1cb6",1,1,1,"Bachelor's degree in college (4-year)",3,2,2,2,NA,"Male",1,"Not at all interested,Extremely interested",80,5,5,10,40,10,25,25,7,1,7,1,1,7,36,"original"
"Global Wealth Report 2024","67c07e77207eb3cb904d1cb6",7,7,7,"Bachelor's degree in college (4-year)",3,2,2,2,NA,"Male",1,"Not at all interested,Extremely interested",80,5,5,10,40,10,25,25,7,1,7,1,1,7,5,"original"
"Economic Gains From Tech Come at the Cost of Rising Wealth Inequality","67c07e77207eb3cb904d1cb6",7,7,7,"Bachelor's degree in college (4-year)",3,2,2,2,NA,"Male",1,"Not at all interested,Extremely interested",80,5,5,10,40,10,25,25,7,1,7,1,1,7,16,"original"
"Debate Over Trickle-Down Economics Fueled by New Research","67c07e77207eb3cb904d1cb6",7,7,7,"Bachelor's degree in college (4-year)",3,2,2,2,NA,"Male",1,"Not at all interested,Extremely interested",80,5,5,10,40,10,25,25,7,1,7,1,1,7,65,"flipped"
"New Study Reveals Surprising Differences in Wealth Inequality Across Countries","67c07e77207eb3cb904d1cb6",7,7,7,"Bachelor's degree in college (4-year)",3,2,2,2,NA,"Male",1,"Not at all interested,Extremely interested",80,5,5,10,40,10,25,25,7,1,7,1,1,7,3,"flipped"
"Is the US Really the Most Unequal Major Country?","67c07e77207eb3cb904d1cb6",7,7,7,"Bachelor's degree in college (4-year)",3,2,2,2,NA,"Male",1,"Not at all interested,Extremely interested",80,5,5,10,40,10,25,25,7,1,7,1,1,7,23,"flipped"
"Choices and Circumstances: Exploring the Complexities of the Gender Pay Gap","67c07e77207eb3cb904d1cb6",7,7,7,"Bachelor's degree in college (4-year)",3,2,2,2,NA,"Male",1,"Not at all interested,Extremely interested",80,5,5,10,40,10,25,25,7,1,7,1,1,7,15,"flipped"
"Dividend Payments Work: The Surprising Success of Alaska's Permanent Fund","67c07e77207eb3cb904d1cb6",7,7,7,"Bachelor's degree in college (4-year)",3,2,2,2,NA,"Male",1,"Not at all interested,Extremely interested",80,5,5,10,40,10,25,25,7,1,7,1,1,7,76,"flipped"
"Report Highlights Racial Wealth Gap in US Tax System","67c07e77207eb3cb904d1cb6",7,7,7,"Bachelor's degree in college (4-year)",3,2,2,2,NA,"Male",1,"Not at all interested,Extremely interested",80,5,5,10,40,10,25,25,7,1,7,1,1,7,1,"flipped"
"Jamie Dimon Urges Presidential Candidates to Set Aside Partisan Rhetoric and Focus on Common Ground","67c07e77207eb3cb904d1cb6",6,6,6,"Bachelor's degree in college (4-year)",3,2,2,2,NA,"Male",1,"Not at all interested,Extremely interested",80,5,5,10,40,10,25,25,7,1,7,1,1,7,95,"flipped"
"Research Challenges Assumption that Lower Interest Rates Make Education More Accessible to the Poor","67c07e77207eb3cb904d1cb6",6,6,6,"Bachelor's degree in college (4-year)",3,2,2,2,NA,"Male",1,"Not at all interested,Extremely interested",80,5,5,10,40,10,25,25,7,1,7,1,1,7,26,"flipped"
"Despite Increased Funding, Minnesota Students Lag Behind Peers","67c07e77207eb3cb904d1cb6",1,1,1,"Bachelor's degree in college (4-year)",3,2,2,2,NA,"Male",1,"Not at all interested,Extremely interested",80,5,5,10,40,10,25,25,7,1,7,1,1,7,103,"flipped"
"Black Americans Face a Critical Choice in the 2024 Election","67c07e77207eb3cb904d1cb6",1,1,1,"Bachelor's degree in college (4-year)",3,2,2,2,NA,"Male",1,"Not at all interested,Extremely interested",80,5,5,10,40,10,25,25,7,1,7,1,1,7,31,"flipped"
"Project 2025 and GOP Agenda Would Increase Poverty and Wealth Gap, Experts Say","5bc8897f462bdb0001a61426",5,2,1,"Some college but no degree",1,1,2,1.5,4,"Male",2,"Not at all interested,Extremely interested",80,4,6,10,85,2,3,10,2,1,6,3,1,6,21,"original"
"The Race Gap: How U.S. systemic racism plays out in Black lives","5bc8897f462bdb0001a61426",6,1,1,"Some college but no degree",1,1,2,1.5,4,"Male",2,"Not at all interested,Extremely interested",80,4,6,10,85,2,3,10,2,1,6,3,1,6,50,"original"
